geno chr17.18585315 ceu  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
geno chr17.18585315 fin  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 1 0 1 0 0 1 0 1 1 0 2 1 0 0 0 0 0 0 1 0 1 0 1 1 1
geno chr17.18585315 gbr  1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 1 1 1 0 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
geno chr17.18585315 tsi  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0
geno chr17.18585315 yri  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0
geno chr17.18585468 ceu  2 0 0 1 0 0 1 0 2 1 0 1 0 1 2 0 2 0 0 0 0 0 1 1 0 0 0 2 0 2 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 2 0 0 0 0 1 0 0 1 0 0 0 0 0 2 2 1 1 1 0 0 0 1 1 0 0 1 0 2 0
geno chr17.18585468 fin  0 0 0 0 0 0 1 0 0 2 2 0 2 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 2 1 0 1 1 2 1 0 0 0 0 0 1 0 0 0 1 2 0 1 0 0 0 1 0 0 0 0 0 1 2 1 0 1 1 2 1 2 1 2 2 1 1 1 0 2 0 1 0 1 0 1 2 1
geno chr17.18585468 gbr  1 1 0 0 1 1 1 0 0 2 1 0 2 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 1 2 0 2 1 0 0 0 0 2 0 0 0 0 1 1 0 2 0 0 2 1 0 0 0 0 2 1 1 0 1 1 1 0 0 1 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 2 0 2 0 0
geno chr17.18585468 tsi  2 1 0 1 0 0 0 0 0 0 1 0 0 1 2 0 1 0 1 0 1 0 2 1 0 2 0 1 1 0 0 0 1 0 0 0 0 0 0 1 0 0 0 1 0 2 0 1 0 1 0 2 0 0 0 1 1 2 0 0 0 0 1 0 2 0 0 0 0 1 2 0 0 0 0 1 0 0 0 0 1 0 0 0 0 1 0 0 2 0 0 0
geno chr17.18585468 yri  0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
geno chr17.18585587 ceu  2 0 0 2 0 1 1 0 2 2 1 1 1 1 2 1 2 0 0 0 0 1 2 0 0 1 1 2 1 2 0 1 1 2 1 0 1 0 2 0 0 1 0 0 1 0 0 0 2 0 1 0 0 1 0 1 1 1 0 1 1 1 2 2 1 1 2 0 1 1 1 2 1 0 1 0 2 1
geno chr17.18585587 fin  0 1 1 0 1 1 2 1 1 2 2 0 2 1 2 2 0 2 1 1 0 1 1 1 1 1 0 0 1 2 1 0 2 1 0 2 2 0 0 1 2 2 0 1 1 1 0 1 0 0 1 1 2 0 1 1 1 1 0 1 1 0 0 1 1 2 1 0 1 1 2 0 2 2 1 2 2 2 1 0 2 1 0 1 1 0 1 2 0
geno chr17.18585587 gbr  0 0 0 0 1 1 1 0 1 2 0 0 2 1 0 0 0 1 2 1 0 0 1 0 2 1 0 0 0 2 1 1 1 0 0 0 0 2 1 0 0 0 2 1 1 2 1 1 2 1 1 0 2 0 2 0 1 1 0 1 1 0 0 2 1 0 2 0 0 2 1 0 0 1 0 0 0 0 2 2 0 2 0 0
geno chr17.18585587 tsi  2 2 0 2 1 0 1 1 0 1 2 1 1 1 2 0 2 0 1 0 1 1 2 2 1 2 1 2 1 1 1 1 1 1 0 1 1 0 1 1 0 0 1 1 0 2 0 1 0 1 1 2 1 0 0 1 2 2 1 0 0 1 2 0 2 1 1 0 1 1 2 1 0 1 0 1 0 1 0 0 1 0 1 1 1 1 1 1 2 1 1 2
geno chr17.18585587 yri  0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 1 1 0 0 1 0 0 0
geno chr17.18585607 ceu  1 0 0 1 0 0 0 0 2 2 0 0 0 0 1 0 2 0 0 0 0 0 1 0 0 0 0 2 0 2 0 0 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 2 1 0 1 0 0 0 0 1 0 0 1 0 2 0
geno chr17.18585607 fin  0 0 0 0 1 0 2 0 0 2 2 0 2 0 2 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 2 2 0 0 0 2 1 0 0 0 0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 1 2 1 0 1 1 1 0 2 1 1 2 1 1 1 0 2 0 0 1 1 0 1 2 0
geno chr17.18585607 gbr  0 0 0 0 0 1 1 0 0 2 0 0 2 0 0 0 0 0 2 1 0 0 0 0 1 0 0 0 0 2 0 1 1 0 0 0 0 2 0 0 0 0 2 1 0 2 0 0 2 1 0 0 2 0 1 0 1 0 0 0 1 0 0 2 0 0 2 0 0 2 0 0 0 0 0 0 0 0 1 2 0 2 0 0
geno chr17.18585607 tsi  2 1 0 1 0 0 0 0 0 0 1 0 0 1 2 0 2 0 0 0 0 0 2 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 1 2 0 0 0 0 1 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1
geno chr17.18585607 yri  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
geno chr17.18585613 ceu  1 1 0 1 0 0 1 0 2 1 0 0 0 0 1 0 2 1 0 0 1 0 1 0 0 0 0 2 0 2 2 1 0 1 0 1 1 0 1 0 0 0 1 0 1 1 1 0 2 0 0 0 0 0 1 0 0 0 1 0 0 0 1 1 2 0 1 0 0 0 1 1 2 1 1 0 1 0
geno chr17.18585613 fin  0 0 1 1 2 0 1 1 0 2 2 0 2 0 2 1 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 1 2 0 0 2 1 0 1 0 1 1 0 0 0 1 0 1 0 1 0 1 2 0 2 0 0 0 0 0 0 0 1 0 1 2 1 1 2 1 2 1 2 1 1 1 1 1 1 1 2 0 0 1 1 0 1 2 0
geno chr17.18585613 gbr  0 0 2 0 0 1 2 1 1 2 0 1 2 0 1 1 0 0 2 1 0 1 1 0 1 0 0 1 0 2 0 1 2 0 0 0 0 2 0 0 2 0 2 0 0 2 0 0 2 0 0 0 2 0 1 0 1 0 0 1 1 1 2 2 0 0 2 0 1 2 0 0 1 0 1 1 0 0 1 2 1 2 0 0
geno chr17.18585613 tsi  2 1 0 1 0 2 0 0 0 0 1 0 0 1 2 1 2 0 0 0 0 0 1 1 0 1 0 1 0 1 0 0 0 1 1 1 0 0 0 1 0 1 1 0 1 1 0 1 0 0 0 2 0 0 0 0 1 2 0 0 0 0 1 0 1 0 1 0 0 0 2 1 0 0 0 1 1 0 1 1 0 1 0 1 0 0 0 0 2 1 0 1
geno chr17.18585613 yri  0 1 2 1 1 1 1 2 2 0 1 0 1 0 0 1 0 1 0 2 1 1 0 1 1 0 1 0 1 1 1 0 1 0 2 0 0 1 1 2 0 1 0 1 0 2 1 0 1 2 1 0 2 0 1 1 1 1 2 1 0 1 1 1 0 1 0 2 1 2 1 0 1 0 1 2 0
geno chr17.18585658 ceu  0 0 0 0 0 0 1 0 2 2 0 1 0 0 2 1 2 0 0 0 0 0 1 0 0 0 0 1 0 2 0 0 0 2 0 0 1 0 1 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 1 1 0 1 0 0 1 0 0 1 0 2 1
geno chr17.18585658 fin  0 1 0 0 1 0 2 0 0 1 2 0 2 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 1 1 0 2 0 0 2 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 1 0 0 0 0 2 1 1 2 1 0 0 2 0 0 0 0 0 0 1 0
geno chr17.18585658 gbr  0 0 0 0 0 0 0 0 0 2 0 0 2 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 1 0 0 0 0 2 1 0 1 0 0 1 1 0 0 2 0 1 0 0 0 0 0 1 0 0 2 1 0 2 0 0 2 0 0 0 1 0 0 0 0 1 2 0 2 0 0
geno chr17.18585658 tsi  2 1 0 1 1 0 1 0 0 1 1 0 0 1 0 0 1 0 1 0 0 1 1 1 0 1 0 2 1 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 1 0 1 0 0 0 2 0 0 0 0 1 2 0 0 0 1 0 0 2 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 1
geno chr17.18585658 yri  0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
geno chr17.18585686 ceu  0 0 0 0 0 0 0 1 2 0 0 0 0 0 1 0 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 2 1 1 0 1 0 0 0 0 1 0 0 0 0 1 0
geno chr17.18585686 fin  0 0 0 0 0 0 2 0 0 1 1 0 1 0 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 2 0 0 1 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 1 0 0 0 0 0 2 1 0 0 1 0 0 1 2 1 1 2 1 0 0 2 0 0 0 0 0 0 1 0
geno chr17.18585686 gbr  0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 1 1 0 0 2 0 1 0 0 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 0 0
geno chr17.18585686 tsi  1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
geno chr17.18585686 yri  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
geno chr17.18585692 ceu  2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 1 2 1 2 2 2 2 2 1 0 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2
geno chr17.18585692 fin  2 2 2 2 2 2 2 1 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 1 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 1 2 1 2 1 2 2 2 1 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2
geno chr17.18585692 gbr  2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 0 2 2 1 2 2 2 2 2 2 2 2 2 2 1 2 1 2 2 2 2 2 2 1 2 2 1 1 2 2 1 2 2 2 1 2 2 2 2 2 2 1 2 2 2 2 2 1 2 2 2 2 2 2
geno chr17.18585692 tsi  2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 1 2 1 2 2 2 2 2 2 2
geno chr17.18585692 yri  2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 1 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2 2
geno chr17.18585695 ceu  0 0 0 0 0 0 0 0 2 0 0 0 0 0 1 1 1 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 1 0 0 0 0 1 0
geno chr17.18585695 fin  0 1 0 0 0 0 2 0 0 1 1 0 1 0 2 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 1 0 2 0 0 2 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 1 0 0 0 0 0 1 2 1 1 2 1 0 0 2 0 0 0 0 0 0 1 0
geno chr17.18585695 gbr  0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 2 0 0 0 0 0 1 0 0 0 0 1 0 1 1 0 0 0 0 1 0 0 0 0 1 1 0 1 0 0 2 1 0 0 2 0 1 0 0 0 0 0 1 0 0 2 1 0 1 0 0 1 0 0 0 1 0 0 0 0 1 1 0 1 0 0
geno chr17.18585695 tsi  1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 1 2 0 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
geno chr17.18585695 yri  0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
geno chr17.18586074 ceu  2 0 0 1 0 0 1 0 2 1 0 1 1 0 1 0 2 1 0 0 0 0 1 0 0 0 0 2 0 2 0 0 0 2 1 1 1 0 2 0 0 0 0 0 0 0 0 0 2 0 1 0 0 0 0 0 0 0 0 1 0 0 2 2 1 1 1 0 0 0 1 2 1 0 2 0 2 0
geno chr17.18586074 fin  0 0 0 0 1 0 2 1 0 2 2 0 2 0 2 2 0 2 1 0 0 0 0 1 0 0 0 0 0 2 1 0 2 0 0 2 2 0 0 0 1 2 0 1 0 0 0 0 0 0 0 1 2 0 1 0 0 0 1 1 0 0 0 0 1 2 1 0 1 1 2 1 2 1 2 2 2 2 1 0 2 1 1 1 1 1 1 2 1
geno chr17.18586074 gbr  1 1 0 1 1 1 1 0 0 2 1 0 2 1 0 0 0 1 2 1 0 0 0 0 2 0 1 1 1 2 0 2 1 0 1 1 0 2 1 0 0 0 2 1 0 2 0 0 2 1 0 0 2 0 2 1 1 0 1 0 1 0 0 2 0 0 2 0 0 2 0 0 0 0 0 0 0 0 2 2 0 2 0 0
geno chr17.18586074 tsi  2 2 0 2 2 0 0 1 0 0 2 0 1 1 2 0 2 1 0 0 0 0 2 2 1 1 0 2 0 0 0 1 0 0 0 0 0 0 0 1 1 0 0 0 0 2 0 1 0 0 0 2 0 0 0 1 1 2 0 0 0 0 1 0 1 0 1 0 0 0 2 0 0 1 1 1 0 1 0 0 0 0 0 0 1 0 0 0 2 1 1 2
geno chr17.18586074 yri  0 0 0 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 1 1 0 0 1 1 0 1 0 0 0 0 0 1 0 1 1 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0
geno chr17.18586179 ceu  2 0 0 2 0 1 1 1 2 2 1 1 1 1 2 1 2 1 0 0 0 1 2 0 0 1 1 2 1 2 0 1 1 2 1 1 1 0 2 0 1 1 0 0 1 0 0 0 2 0 1 0 0 1 0 1 1 1 0 1 1 1 2 2 1 1 2 0 1 1 1 2 1 0 2 0 2 1
geno chr17.18586179 fin  1 1 1 0 1 1 2 1 1 2 2 0 2 1 2 2 0 2 1 1 0 1 1 1 1 1 0 0 1 2 1 0 2 1 0 2 2 0 0 1 2 2 0 1 1 1 1 1 1 0 1 1 2 1 1 1 1 1 1 1 1 0 0 1 1 2 1 0 1 1 2 0 2 2 2 2 2 2 1 0 2 1 0 1 1 0 1 2 1
geno chr17.18586179 gbr  1 0 0 1 1 1 1 0 1 2 0 0 2 1 0 0 0 1 2 1 0 0 1 0 2 1 0 0 0 2 1 2 1 0 1 1 0 2 1 0 0 0 2 1 1 2 1 1 2 1 1 0 2 0 2 0 1 1 0 1 1 0 0 2 1 0 2 0 0 2 1 0 0 1 0 0 0 0 2 2 0 2 0 1
geno chr17.18586179 tsi  2 2 0 2 1 0 1 1 1 1 2 1 1 1 2 1 2 1 1 0 1 1 2 2 1 2 1 2 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1 1 0 2 0 1 0 1 1 2 1 0 0 1 2 2 1 0 0 1 2 0 2 1 1 0 1 1 2 1 0 1 1 1 0 1 0 0 1 0 1 1 1 1 1 1 2 1 1 2
geno chr17.18586179 yri  0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 1 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 1 0 0 0 1 1 1 0 1 0 0 1 0 0 1 0 1 1 0 0 1 0 0 0 0 1 1 0 0 1 0 0 0
geno chr17.18586377 ceu  2 0 0 2 0 1 1 1 2 2 1 1 1 1 2 1 2 1 0 0 0 1 2 0 0 1 1 2 1 2 0 1 1 2 1 1 1 0 2 0 1 1 0 0 1 0 0 0 2 0 1 0 0 1 0 1 1 1 0 1 1 1 2 2 1 1 2 0 1 1 1 2 1 0 2 0 2 1
